id,product,record_kind,category,priority,evidence_level,processing_state,access_class,target_record_family,spatial_scope,temporal_scope,fields_and_units,first_processing_task,known_limitations,supports_questions,upstream_source_ids,access_url,documentation_url,usage_terms,last_evidence_date,production_readiness,selection,user_review,owner,evidence_files
S27,Supplied district historical rainfall collection (32 CSVs),data_product,historical,first,sample_inspected,processed_snapshot,local_file_available,climate_aggregate,640 historical district series in 32 files; boundary vintage unresolved,"1901–2010 overall, uneven per series; Ahmedabad has 110 complete monthly years","Monthly, seasonal and annual rainfall mm, series IDs, page references and quality flags","Local historical index and full source transcription audit complete; resolve reuse, missingness, source inconsistencies and historical geography gates before broader use.","60,568 rows; 5,018 rows have missing months, 15,817 missing monthly cells. ; Kendrapada 1920 has annual and OND discrepancies of 12.5 mm beyond rounding bounds. ; Do not map historical district names automatically to modern boundaries. ; 1981–2010 baseline is covered for Ahmedabad; 1991–2020 is not. ; All 640 historical series and 1,029,656 cells including blanks matched the original PDF in the extensive 12 September audit; transcription agreement does not establish scientific accuracy, current boundaries or reuse rights.",Q10 ; Q13,,https://imdpune.gov.in/library/public/e-book110.pdf,https://imdpune.gov.in/library/public/e-book110.pdf,"Original IMD publication page 3 restricts copying, storage, transmission and redistribution without prior permission; local research checkpoint only, release permission unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,data/raw/imports/2026-09-11/states/andhra_pradesh.csv ; data/raw/imports/2026-09-11/states/arunachal_pradesh.csv ; data/raw/imports/2026-09-11/states/assam.csv ; data/raw/imports/2026-09-11/states/bihar.csv ; data/raw/imports/2026-09-11/states/chhattisgarh.csv ; data/raw/imports/2026-09-11/states/delhi.csv ; data/raw/imports/2026-09-11/states/goa.csv ; data/raw/imports/2026-09-11/states/gujarat.csv ; data/raw/imports/2026-09-11/states/haryana.csv ; data/raw/imports/2026-09-11/states/himachal_pradesh.csv ; data/raw/imports/2026-09-11/states/islands.csv ; data/raw/imports/2026-09-11/states/jammu_kashmir.csv ; data/raw/imports/2026-09-11/states/jharkhand.csv ; data/raw/imports/2026-09-11/states/karnataka.csv ; data/raw/imports/2026-09-11/states/kerala.csv ; data/raw/imports/2026-09-11/states/madhya_pradesh.csv ; data/raw/imports/2026-09-11/states/maharashtra.csv ; data/raw/imports/2026-09-11/states/manipur.csv ; data/raw/imports/2026-09-11/states/meghalaya.csv ; data/raw/imports/2026-09-11/states/mizoram.csv ; data/raw/imports/2026-09-11/states/nagaland.csv ; data/raw/imports/2026-09-11/states/orissa.csv ; data/raw/imports/2026-09-11/states/punjab.csv ; data/raw/imports/2026-09-11/states/rajasthan.csv ; data/raw/imports/2026-09-11/states/sikkim.csv ; data/raw/imports/2026-09-11/states/tamil_nadu.csv ; data/raw/imports/2026-09-11/states/telangana.csv ; data/raw/imports/2026-09-11/states/tripura.csv ; data/raw/imports/2026-09-11/states/union_terr.csv ; data/raw/imports/2026-09-11/states/uttar_pradesh.csv ; data/raw/imports/2026-09-11/states/uttarakhand.csv ; data/raw/imports/2026-09-11/states/west_bengal.csv ; research/discovery/states-folder-audit.json ; research/discovery/states-folder-audit.ipynb ; research/discovery/evidence/foundation-20260912/imd-110-year-rainfall.pdf ; research/discovery/evidence/foundation-20260912/rainfall-download.json ; research/discovery/evidence/foundation-20260912/ahmedabad-reconciliation.json ; data/processed/districts/district-v1-c8b978172b77182e/build-manifest.json ; data/processed/districts/district-v1-c8b978172b77182e/audit.json
S28,Indian Astronomical Ephemeris 2026 (supplied PDF),data_product,astronomical_reference,optional,sample_inspected,deferred,local_file_available,reference,Astronomical reference with selected Indian city tables; Ahmedabad not directly in inspected sunrise table,2026 edition; some calendar material extends into 2027,Sunrise/sunset/twilight and astronomical tables; time standards vary by section,Keep as optional daylight-method reference; extract only relevant sections with page and time-standard citations.,"481 pages; UT, TT, IST and local mean time must not be conflated. ; Inspected sunrise table lists Kolkata, Varanasi, Chennai, Delhi and Mumbai. ; Provides no weather forecast, rainfall observation or flood warning.",,,https://packolkata.imd.gov.in/indian-astronomical-ephemeris.php,https://packolkata.imd.gov.in/indian-astronomical-ephemeris.php,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,data/raw/imports/2026-09-11/IAE 2026.pdf
S29,ECMWF open forecast subset,catalogue_lead,nwp,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,forecast,Global; exact model/grid/member selection pending,Forecast runs; subset and retention need product selection,"GRIB2 fields, ensemble members where offered",Select an exact open product and small forecast run subset.,Open subset does not establish access to every ECMWF product. ; Catalogue lead only; no data payload or production integration validated.,Q12 ; Q18,,https://www.ecmwf.int/en/forecasts/datasets/open-data,https://www.ecmwf.int/en/forecasts/datasets/open-data,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S30,MOSDAC satellite catalogue and download service,catalogue_lead,satellite,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,remote_sensing,"Product, satellite, footprint and processing level not selected",Acquisition time and product latency not sampled,Product-specific radiances/retrievals or imagery,Choose one weather question and exact satellite product; inspect metadata and download requirements.,Catalogue search and account-based downloads have different access requirements. ; Catalogue lead only; no data payload or production integration validated.,Q19,,https://mosdac.gov.in/downloadapi-manual,https://mosdac.gov.in/downloadapi-manual,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S31,NASA GPM IMERG precipitation products,catalogue_lead,satellite_precipitation,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,remote_sensing,Gridded satellite precipitation; selected version/grid pending,Early/Late/Final are distinct latency and revision products,Precipitation and quality fields; product-specific units,"Select version and run class, obtain a small sample, and validate interval and quality semantics.",Satellite precipitation is not a local rain gauge or flood-impact prediction. ; Catalogue lead only; no data payload or production integration validated.,Q11 ; Q19 ; Q20,,https://gpm.nasa.gov/data/imerg,https://gpm.nasa.gov/data/imerg,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S32,CWC flood forecasting portal — exact feed pending,catalogue_lead,hydrology,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,hydrology,Station/basin; Ahmedabad-relevant stations not established,Gauge/forecast issue and validity not sampled,Water level/discharge/thresholds as available; no schema inspected,Identify relevant Sabarmati basin stations and a permitted machine-readable product.,Portal discovery does not demonstrate a reusable API or local inundation model. ; Catalogue lead only; no data payload or production integration validated.,Q20,,https://ffs.india-water.gov.in/,https://ffs.india-water.gov.in/,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S33,INCOIS marine services — exact product pending,catalogue_lead,marine,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,marine,Sea/port/offshore location; separate coastal demonstration required,Product-specific forecast/warning validity not sampled,"Waves, swell, currents or official marine warning, product selection pending","Choose one coastal location and exact service, then inspect its permitted feed and units.",Ahmedabad district is not a valid marine sample; service catalogue alone is insufficient. ; Catalogue lead only; no data payload or production integration validated.,Q03 ; Q18,,https://incois.gov.in/,https://incois.gov.in/,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S34,ICAR-CRIDA district crop contingency plans,catalogue_lead,guidance_catalog,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,advisory,District plan coverage and Ahmedabad edition pending,"Edition-based planning guidance, not a live weather advisory",Crop/activity/contingency guidance with conditions,"Locate the applicable district plan, edition and crop context; cite original conditions.",Static contingency plans cannot be presented as newly issued operational advice. ; Catalogue lead only; no data payload or production integration validated.,Q04 ; Q05,,https://www.icar-crida.res.in/Crop_Contingency_Plan.html,https://www.icar-crida.res.in/Crop_Contingency_Plan.html,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S35,Local Government Directory catalogue,catalogue_lead,mapping,first,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,geography,Official administrative codes/hierarchy; exact export not sampled,Version/date and boundary changes must be preserved,District/village identifiers and names; geometry not established,Obtain a dated code/hierarchy export and link it explicitly to a separately validated boundary dataset.,Administrative codes do not supply boundary polygons or guarantee cross-provider ID compatibility. ; Catalogue lead only; no data payload or production integration validated.,Q03 ; Q08 ; Q15,,https://data.gov.in/catalog/local-government-directory-lgd,https://data.gov.in/catalog/local-government-directory-lgd,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S36,Open-Meteo single forecast runs,catalogue_lead,forecast_archive,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,forecast,Model/grid selection pending,Run-specific horizons; archive and access coverage not sampled,Pre-event predictions indexed by run and lead time,Test permitted run retrieval and metadata; retain forecasts issued before the target event.,A stitched historical forecast series cannot substitute blindly for individual forecast runs. ; Catalogue lead only; no data payload or production integration validated.,Q06 ; Q07 ; Q12,,https://open-meteo.com/en/docs/single-runs-api,https://open-meteo.com/en/docs/single-runs-api,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S37,Open-Meteo GloFAS river discharge delivery,data_product,hydrology,later,sample_inspected,sample_ready_for_processing,public_sample_obtained,hydrology,River grid/river-network mapping; local suitability untested,Seven daily values sampled; arbitrary request support bounded to 30 days.,"Daily modeled river discharge, m³/s; UTC date.",Check river-cell selection and compare an appropriate sample with observed gauge evidence.,"River discharge is not street-level flooding, reservoir operations or household exposure.",Q20,,https://flood-api.open-meteo.com/v1/flood,https://open-meteo.com/en/docs/flood-api,"Hosted free tier for non-commercial prototyping, subject to limits; data attribution required; review product-specific upstream and commercial terms",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md ; data/processed/foundation/20260911T194849Z/river-ahmedabad.json ; data/runtime/blobs/f5717ccf09e64ce6d841b6e8017411c233947bc1e37c2fed529690299e352b54.bin
S38,BHASHINI speech and translation service catalogue,enabling_service,language_service,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,language_resource,Gujarati/Hindi/English and local names require chosen models and evaluation,Model/version and access terms not sampled,"Speech recognition, translation and speech synthesis capabilities",Establish free access for specific models and create local place-name/weather-term test cases.,"This is an enabling service, not meteorological evidence; current access and quality are unverified. ; Catalogue lead only; no data payload or production integration validated.",Q14 ; Q15,,https://dibd-bhashini.gitbook.io/bhashini-apis/available-models-for-usage,https://dibd-bhashini.gitbook.io/bhashini-apis/available-models-for-usage,Redistribution and product integration terms not established; no licence inferred from public availability.,2026-09-11,not_validated,proposed; no production source selected,pending,,research/discovery/broad-spectrum-analysis.md
S39,IMD AWS/ARG station data,data_product,observation,next,access_blocked,sample_missing,authentication_required_in_test,observation,Gujarat state filter 9 documented; station coverage not obtained,"Product issue/validity, cadence and archive coverage require a representative payload.",Automatic-station weather fields; units and reporting intervals still require verification,Resolve authorised access; inspect Gujarat stations and rainfall field availability.,Do not infer a complete Ahmedabad sensor network from a state filter. ; API documentation sample does not establish a daily rainfall archive.,Q01 ; Q11 ; Q12,,https://api.imd.gov.in/api/v1/aws_data?sid=9,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json ; research/discovery/evidence/recheck-20260911T185811Z/imd-aws.response
S40,IMD AWS/ARG station mapping,data_product,mapping,next,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,geography,Station identifiers and locations; actual metadata not sampled,"Product issue/validity, cadence and archive coverage require a representative payload.",Mapping schema not inspected,Obtain station metadata and map source IDs without equating them to village/district IDs.,No mapping payload obtained; pair with S39.,Q01 ; Q15,,https://api.imd.gov.in/api/v1/aws_data_mapping,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S41,IMD district rainfall monitoring,data_product,rainfall_observation,next,access_blocked,sample_missing,authentication_required_in_test,climate_aggregate,District aggregation; ID and boundary version unresolved,"Product issue/validity, cadence and archive coverage require a representative payload.","Daily/weekly/monthly/cumulative actual, normal and departure fields documented","Inspect interval definitions, normal reference period and district identity after access.",Daily/weekly/monthly/cumulative fields overlap and must not be added together. ; No archive coverage established.,Q10 ; Q11 ; Q13,,https://api.imd.gov.in/api/v1/districtrainfall,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json ; research/discovery/evidence/recheck-20260911T185811Z/imd-district-rainfall.response
S42,IMD basin quantitative precipitation forecast,data_product,hydrology_forecast,next,access_blocked,sample_missing,authentication_required_in_test,forecast,Basin/sub-basin; Ahmedabad relevance not mapped,"Product issue/validity, cadence and archive coverage require a representative payload.",Day-labelled basin precipitation fields and average areal precipitation,"Confirm units, intervals and basin geometry; distinguish rainfall input from hydrological prediction.",Rainfall forecast alone does not establish river level or inundation.,Q18 ; Q20,,https://api.imd.gov.in/api/v1/basinqpf,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json ; research/discovery/evidence/recheck-20260911T185811Z/imd-qpf.response
S43,IMD cyclone observed and forecast track,data_product,cyclone_forecast,next,access_blocked,sample_missing,authentication_required_in_test,forecast,Cyclone positions and track; coastal applicability not sampled,"Product issue/validity, cadence and archive coverage require a representative payload.","Observed versus forecast positions, storm identity, issue/valid time and wind fields",Resolve authorised access and inspect a named-storm snapshot with track revisions.,"Documentation example is historical, not evidence of an active cyclone.",Q03 ; Q07 ; Q18,,https://api.imd.gov.in/api/v1/cyclone_track,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json ; research/discovery/evidence/recheck-20260911T185811Z/imd-cyclone-track.response
S44,IMD cyclone wind warning polygons,data_product,cyclone_warning,next,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,warning,"Wind-threshold polygons, not district boundaries","Product issue/validity, cadence and archive coverage require a representative payload.","Polygon groups by wind threshold, units and validity requiring verification","Inspect storm/time identity and geometry, retaining threshold namespaces.",Cannot infer household damage or a fixed impact probability.,Q03 ; Q08,,https://api.imd.gov.in/api/v1/cyclone_wind,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S45,IMD cyclone cone of uncertainty,data_product,cyclone_forecast,next,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,forecast,Cyclone uncertainty geometry; meaning and valid horizon need documentation,"Product issue/validity, cadence and archive coverage require a representative payload.",Cone geometry with product metadata,Confirm cone definition and validity before explaining it.,A cone must not be interpreted as the full area of hazardous weather.,Q03 ; Q08 ; Q18,,https://api.imd.gov.in/api/v1/cyclone_cou,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S46,IMD radar image product — index lead,catalogue_lead,radar,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,remote_sensing,Radar station coverage and exact imagery/numeric product unresolved,"Product issue/validity, cadence and archive coverage require a representative payload.",Image listed in API index; no usable route/schema in inspected body,"Find a supported exact radar product with timestamp, coverage and projection.",An index label or radar image is not proof of accessible calibrated radar volumes.,Q19,,,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S47,IMD lightning data — index lead,catalogue_lead,lightning,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,remote_sensing,Detection/forecast product and geographic coverage unselected,"Product issue/validity, cadence and archive coverage require a representative payload.",Lightning listed in API index; no tested route/schema,"Identify whether the product is detection or forecast and inspect event time, coverage and access.",Nowcast lightning wording does not establish access to strike-level observations.,Q03 ; Q19,,,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S48,IMD product-specific codes and definitions,reference,reference,first,sample_inspected,sample_ready_for_processing,public_sample_obtained,reference,"Definitions are scoped to an IMD product, not global weather conventions",Definition page retrieved in September 2026; version history not established.,District warning and nowcast colour codes; rainfall categories and field definitions,Use namespaced code dictionaries; confirm applicability to each payload before decoding.,District-warning colour numbering differs from nowcast numbering. ; Code documentation alone does not resolve lifecycle or geographic applicability.,Q03 ; Q09 ; Q14 ; Q17,,https://api.imd.gov.in/public/api_reference.html,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json ; data/reference/imd-code-namespaces.json
S49,User-provided field and activity context,capability_gap,context_gap,first,lead,source_missing,source_unselected,user_context,User-selected field/location; no actual user records collected,"Product issue/validity, cadence and archive coverage require a representative payload.","Crop, stage or sowing date, intended activity/time; soil/irrigation context if advice requires it",Define optional and required inputs per advisory question; ask only for missing decision-relevant context.,A weather API cannot supply an individual farmer’s actual field conditions. ; Context requirements depend on the specific guidance method.,Q04 ; Q05 ; Q06,,,,No external dataset acquired; establish data collection/usage requirements during implementation.,2026-09-12,not_validated,proposed; no production source selected,pending,,
S50,"Terrain, drainage, exposure and vulnerability inputs",capability_gap,impact_gap,later,lead,source_missing,source_unselected,impact_context,Exact basin/urban area and spatial resolution unselected,"Product issue/validity, cadence and archive coverage require a representative payload.","Terrain, drainage, assets/population and vulnerability as required by a chosen impact method",Select an impact question and method before choosing datasets; preserve a warning-only initial scope.,"These inputs are needed for validated local flood-impact claims, not simply relaying an official warning. ; No impact model or input dataset validated.",Q20,,,,No external dataset acquired; establish data collection/usage requirements during implementation.,2026-09-12,not_validated,proposed; no production source selected,pending,,
S51,Gujarati/Hindi language and voice evaluation set,capability_gap,evaluation_gap,first,lead,source_missing,source_unselected,language_resource,Indian language terms and ambiguous local place names,"Product issue/validity, cadence and archive coverage require a representative payload.","Representative utterances, expected intents/place/time, warning terminology and negation cases",Create labelled test cases and explicitly record synthetic versus human-reviewed examples.,Speech-service access does not prove reliable interpretation. ; No beneficiary recordings or expert language validation collected.,Q14 ; Q15,,,,No external dataset acquired; establish data collection/usage requirements during implementation.,2026-09-12,not_validated,proposed; no production source selected,pending,,
S52,IMD port warning,data_product,marine_warning,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,warning,Port/sea/coastal area; choose a coastal sample distinct from Ahmedabad,"Product issue/validity, cadence and archive coverage require a representative payload.",Marine warning/bulletin text with issue and validity metadata,"Inspect a permitted exact product sample, its area identifiers and validity.",Documented route only; no access or weather payload tested in this pass.,Q03 ; Q08 ; Q14,,https://api.imd.gov.in/api/v1/portwarning,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S53,IMD sea-area bulletin,data_product,marine_warning,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,warning,Port/sea/coastal area; choose a coastal sample distinct from Ahmedabad,"Product issue/validity, cadence and archive coverage require a representative payload.",Marine warning/bulletin text with issue and validity metadata,"Inspect a permitted exact product sample, its area identifiers and validity.",Documented route only; no access or weather payload tested in this pass.,Q03 ; Q08 ; Q14,,https://api.imd.gov.in/api/v1/seabulletin,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S54,IMD coastal bulletin,data_product,marine_warning,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,warning,Port/sea/coastal area; choose a coastal sample distinct from Ahmedabad,"Product issue/validity, cadence and archive coverage require a representative payload.",Marine warning/bulletin text with issue and validity metadata,"Inspect a permitted exact product sample, its area identifiers and validity.",Documented route only; no access or weather payload tested in this pass.,Q03 ; Q08 ; Q14,,https://api.imd.gov.in/api/v1/coastalbulletin,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S55,IMD fishermen warning — index lead,catalogue_lead,marine_warning,later,catalogue_or_page_inspected,sample_missing,catalogue_or_unselected,warning,Marine region; exact product and distribution unresolved,"Product issue/validity, cadence and archive coverage require a representative payload.",Fishermen warning listed in index; exact callable route not established,Locate a current official bulletin/feed and inspect the relevant coastal region.,Catalogue listing is not a working API.,Q03 ; Q14,,,https://api.imd.gov.in/public/api_reference.html,"Access, supported integration and redistribution terms unresolved.",2026-09-12,not_validated,proposed; no production source selected,pending,,research/discovery/evidence/recheck-20260911T185811Z/imd-reference.response ; research/discovery/evidence/recheck-20260911T185811Z/manifest.json
S56,Open-Meteo marine wave delivery,data_product,marine_forecast,first,sample_inspected,sample_ready_for_processing,public_sample_obtained,marine_forecast,Three sea-grid points; wider geographic capability not exhaustively validated.,Current-page/forecast sample at recorded fetch timestamp; runtime freshness and PDF validity are distinct.,"Wave height m, direction degrees, period seconds; hourly UTC.",Use the implemented adapter; resolve the documented operational gates before decision support.,Reference/information prototype; not operational clearance or independently validated warning dissemination.,Q16 ; Q22,,https://marine-api.open-meteo.com/v1/marine,https://open-meteo.com/en/docs/marine-weather-api,"Hosted free tier for non-commercial prototyping, subject to limits; data attribution required; review product-specific upstream and commercial terms",2026-09-12,not_validated,selected for local prototype under user-authorized nationwide scope,pending,,data/processed/foundation/20260911T194849Z/marine-arabian-sea.json ; data/runtime/blobs/c64730c7d57fa8b38c0d7e3ad9692e9a401b8796b6ef023ef5d44631ed5dedd4.bin ; data/processed/foundation/20260911T194849Z/marine-andaman-sea.json ; data/runtime/blobs/832ccd12a570620af9d484c8ffa9195d00b40d9d3607afa286691bda05d8f009.bin ; data/processed/foundation/20260911T194849Z/marine-bay-of-bengal.json ; data/runtime/blobs/d9f3283166c64ae156f315c0bef744822327191c15afbbf654f3722e2d7008c4.bin
